01, -15
02, -2
03, -16
04, -103
05, 18
06, -21
07, -9
08, 0
09, 2
10, -29
11, -20
12, -56
13, 2
14, 4
15, -5
16, 9
17, 3
18, 9
19, 11
20, -1
21, -34
22, -4
23, 10
24, -47
25, 6
26, 0
27, 0
28, 0
29, -16
30, 13
31, 0
32, 0
33, 12
34, -10
35, 1
36, 2
37, 4
38, 16
39, 4
40, 15
41, 8
42, 5
43, -30
